transaction_id,transaction_date,customer_id,product_name,quantity,price,payment_method,transaction_status,is_outlier,total_amount
T25644,2023-13-01,C4295,smartphone,9.0,157.94316058656443,paypal,completed,False,1421.4884452790798
T25645,2025-02-30,C3372,smartphone,8.0,159.2603188079869,paypal,unknown,False,1274.0825504638951
T25653,2025-02-30,C4839,tablet,3.0,943.220824637793,paypal,completed,False,2829.662473913379
T25663,2021-01-04,C3068,tablet,5.0,752.7452516575445,paypal,unknown,False,3763.7262582877224
T25673,2025-02-30,C4437,smartphone,8.0,130.9890861394647,paypal,unknown,False,1047.9126891157175
T25678,2025-02-30,C2286,coffee machine,5.0,450.2881620171702,credit card,completed,False,2251.440810085851
T25686,2025-02-30,C2115,coffee machine,10.0,388.1219430130203,credit card,failed,False,3881.2194301302034
T25687,2020-06-05,C4771,headphones,2.0,941.7587962400144,cash,failed,False,1883.5175924800287
T25689,2023-13-01,C139,laptop,5.0,99.3577052921978,paypal,completed,False,496.78852646098903
T25694,2025-02-30,C3226,tablet,5.0,155.46893087035278,credit card,failed,False,777.3446543517639
T25706,2024-04-11,C1625,smartphone,5.0,492.908249962264,paypal,completed,False,2464.54124981132
T25718,2020-11-25,C3703,tablet,6.0,84.5681804778817,credit card,failed,False,507.4090828672902
T25720,2023-13-01,C917,laptop,10.0,615.6035185856946,credit card,completed,False,6156.035185856946
T25728,2023-13-01,C652,smartphone,9.0,471.09547543980665,credit card,completed,False,4239.85927895826
T25746,2023-13-01,C2278,laptop,7.0,197.8868375332277,credit card,unknown,False,1385.2078627325939
T25760,2023-13-01,C4119,laptop,8.0,149.7662246401895,credit card,completed,False,1198.129797121516
T25764,2025-02-30,C4224,smartphone,4.0,493.4672938386756,credit card,completed,False,1973.8691753547023
T25768,2025-02-30,C4848,laptop,5.0,783.7654894908487,cash,unknown,False,3918.8274474542436
T25769,2025-02-30,C3184,headphones,8.0,566.7,credit card,completed,False,4533.6
T25772,2020-08-27,C3305,smartphone,8.0,214.8018922956384,paypal,failed,False,1718.4151383651072
T25775,2023-13-01,C4438,tablet,4.0,934.8476382459564,paypal,completed,False,3739.3905529838257
T25787,2025-02-30,C4532,smartphone,6.0,386.7495613830497,credit card,failed,False,2320.497368298298
T25789,2023-02-08,C4233,coffee machine,7.0,166.43004756585168,credit card,completed,False,1165.0103329609617
T25790,2025-02-30,C2152,headphones,8.0,153.9260212156861,credit card,completed,False,1231.4081697254887
T25801,2025-02-30,C626,smartphone,10.0,204.36375987773067,cash,completed,False,2043.6375987773067
T25802,2023-13-01,C144,smartphone,10.0,701.4684170186438,paypal,unknown,False,7014.684170186438
T25812,2024-01-17,C3864,headphones,5.0,650.9194070164166,paypal,failed,False,3254.597035082083
T25816,2025-02-30,C4467,laptop,2.0,754.41,credit card,completed,False,1508.82
T25817,2025-02-30,C1574,smartphone,10.0,240.1788283934526,paypal,unknown,False,2401.7882839345257
T25819,2021-03-15,C2614,headphones,8.0,903.5468780044844,paypal,unknown,False,7228.375024035875
T25828,2025-01-09,C2698,headphones,6.0,500.3908951910845,credit card,completed,False,3002.345371146507
T25829,2023-13-01,C4850,smartphone,8.0,134.98727176861996,cash,pending,False,1079.8981741489597
T25830,2021-09-28,C010,laptop,1.0,255.8888927841921,cash,completed,False,255.8888927841921
T25831,2025-02-30,C980,smartphone,6.0,52.411762916594526,credit card,completed,False,314.4705774995672
T25852,2025-02-30,C645,tablet,10.0,69.06446531170747,paypal,completed,False,690.6446531170747
T25854,2021-11-24,C3456,laptop,8.0,223.61577379795668,credit card,completed,False,1788.9261903836534
T25859,2025-02-30,C3017,laptop,9.0,999.9876977023494,credit card,failed,False,8999.889279321143
T25861,2023-13-01,C1955,laptop,8.0,463.1997254159964,credit card,unknown,False,3705.597803327971
T25879,2020-02-14,C088,smartphone,3.0,588.7474537407031,credit card,completed,False,1766.2423612221094
T25881,2023-13-01,C3334,laptop,9.0,120.22,credit card,completed,False,1081.98
T25886,2025-02-30,C997,coffee machine,4.0,389.09627499586776,credit card,pending,False,1556.385099983471
T25893,2025-02-30,C716,headphones,9.0,995.0598672167904,credit card,completed,False,8955.538804951113
T25896,2025-02-30,C1721,smartphone,5.0,761.6495439195953,paypal,pending,False,3808.2477195979764
T25904,2020-07-24,C4761,headphones,2.0,855.8003933974851,credit card,failed,False,1711.6007867949702
T25905,2021-12-09,C2621,coffee machine,9.0,255.5493075456858,credit card,completed,False,2299.943767911172
T25911,2025-02-30,C1866,laptop,3.0,527.3788598805397,cash,pending,False,1582.1365796416192
T25915,2025-02-30,C669,tablet,3.0,305.20433423176934,paypal,failed,False,915.6130026953081
T25921,2023-13-01,C3902,smartphone,4.0,391.5874471554298,paypal,failed,False,1566.3497886217192
T25922,2021-12-09,C3310,headphones,4.0,603.12,paypal,completed,False,2412.48
T25925,2023-12-29,C481,laptop,7.0,982.776424099731,paypal,unknown,False,6879.434968698117
T25926,2025-02-30,C2991,headphones,9.0,250.95238642034465,credit card,completed,False,2258.5714777831017
T25931,2025-02-30,C3160,tablet,2.0,290.9638516268128,credit card,unknown,False,581.9277032536256
T25941,2023-13-01,C4425,laptop,6.0,511.2903345452476,paypal,failed,False,3067.742007271486
T25952,2025-02-30,C1871,coffee machine,5.0,485.06050163862926,paypal,completed,False,2425.3025081931464
T25967,2025-02-30,C2275,laptop,8.0,218.70500823804173,credit card,failed,False,1749.6400659043338
T25976,2023-01-19,C3705,headphones,1.0,959.6188918809788,paypal,unknown,False,959.6188918809788
T25979,2022-10-21,C2159,headphones,5.0,874.1561328622425,paypal,failed,False,4370.780664311213
T25980,2023-13-01,C4184,laptop,3.0,670.9207997011936,credit card,pending,False,2012.7623991035807
T25984,2021-09-16,C151,coffee machine,10.0,92.72142023582308,paypal,unknown,False,927.2142023582308
T25986,2025-02-30,C383,smartphone,4.0,261.15281340578747,credit card,unknown,False,1044.6112536231499
T25992,2025-02-30,C4758,tablet,5.0,549.3300726940174,cash,failed,False,2746.650363470087
T25997,2023-13-01,C4794,tablet,4.0,858.6789948353958,credit card,completed,False,3434.715979341583
T26001,2024-01-20,C677,headphones,1.0,824.3122853360684,paypal,unknown,False,824.3122853360684
T26002,2025-02-30,C3509,coffee machine,2.0,99.60358878740612,paypal,completed,False,199.20717757481225
T26005,2022-05-21,C661,tablet,1.0,793.89,credit card,failed,False,793.89
T26010,2021-07-30,C613,tablet,3.0,317.92441139506104,credit card,completed,False,953.7732341851831
T26012,2023-13-01,C1100,smartphone,8.0,488.9065202982959,credit card,completed,False,3911.252162386367
T26013,2023-13-01,C022,smartphone,2.0,207.71133877998807,paypal,failed,False,415.42267755997614
T26018,2024-01-18,C182,tablet,4.0,82.01721004854198,credit card,completed,False,328.06884019416793
T26023,2025-02-30,C4115,smartphone,9.0,423.5156135645248,credit card,unknown,False,3811.6405220807233
T26029,2023-13-01,C3711,tablet,1.0,258.42,credit card,failed,False,258.42
T26040,2025-02-30,C643,laptop,10.0,54.92715982576772,paypal,completed,False,549.2715982576772
T26042,2023-13-01,C3355,smartphone,3.0,408.0326335020749,credit card,completed,False,1224.0979005062245
T26050,2023-13-01,C020,tablet,8.0,605.9879631345416,credit card,unknown,False,4847.903705076333
T26066,2023-13-01,C3055,coffee machine,8.0,56.758148791771816,credit card,pending,False,454.06519033417453
T26073,2023-03-13,C3123,smartphone,8.0,315.43872168179814,credit card,unknown,False,2523.509773454385
T26078,2023-13-01,C4894,tablet,3.0,832.93,credit card,unknown,False,2498.79
T26082,2023-13-01,C223,headphones,9.0,929.9528798223942,credit card,pending,False,8369.575918401548
T26083,2024-05-22,C2484,laptop,4.0,87.05024718946265,paypal,completed,False,348.2009887578506
T26094,2023-13-01,C1088,smartphone,10.0,275.74221604608465,paypal,failed,False,2757.4221604608465
T26105,2023-13-01,C3317,headphones,4.0,344.334330585058,credit card,pending,False,1377.337322340232
T26107,2023-13-01,C2163,coffee machine,7.0,439.39359114290943,paypal,failed,False,3075.755138000366
T26108,2025-02-30,C1367,smartphone,1.0,795.4827871251334,credit card,completed,False,795.4827871251334
T26112,2023-13-01,C2456,tablet,9.0,300.5137461729197,paypal,completed,False,2704.623715556277
T26116,2023-13-01,C3219,headphones,3.0,181.6376972423541,paypal,completed,False,544.9130917270624
T26119,2022-12-17,C4321,smartphone,5.0,227.48627256132136,paypal,pending,False,1137.4313628066068
T26134,2023-13-01,C281,tablet,7.0,864.2516373978306,paypal,completed,False,6049.761461784814
T26152,2025-02-30,C4354,headphones,6.0,184.70099236118176,cash,unknown,False,1108.2059541670906
T26157,2023-13-01,C2477,laptop,3.0,962.4831356110852,paypal,completed,False,2887.4494068332556
T26158,2023-13-01,C535,headphones,7.0,516.5752395413506,paypal,failed,False,3616.026676789454
T26159,2023-13-01,C4457,headphones,1.0,428.9889642692857,cash,unknown,False,428.9889642692857
T26166,2023-09-10,C1435,smartphone,9.0,253.11903970047325,paypal,completed,False,2278.0713573042594
T26174,2025-02-30,C1865,headphones,5.0,556.55,credit card,unknown,False,2782.75
T26177,2023-13-01,C161,smartphone,7.0,255.67450796996135,paypal,completed,False,1789.7215557897296
T26182,2023-13-01,C2136,smartphone,4.0,176.03072353862922,credit card,completed,False,704.1228941545169
T26185,2023-13-01,C1707,smartphone,5.0,771.492433500202,credit card,pending,False,3857.46216750101
T26189,2022-02-11,C161,headphones,3.0,302.5883501957779,paypal,completed,False,907.7650505873337
T26198,2025-02-30,C2793,laptop,4.0,121.23234945311106,paypal,unknown,False,484.9293978124442
T26199,2023-13-01,C1625,tablet,9.0,694.13,paypal,pending,False,6247.17
T26200,2023-13-01,C462,smartphone,2.0,642.0340895236942,credit card,pending,False,1284.0681790473884
T26212,2024-06-19,C832,laptop,8.0,131.65779077517024,cash,completed,False,1053.262326201362
T26215,2023-13-01,C2938,laptop,9.0,585.27,credit card,completed,False,5267.43
T26221,2025-02-30,C3465,tablet,1.0,324.2158070809994,credit card,completed,False,324.2158070809994
T26228,2025-02-30,C4927,laptop,4.0,479.3541434723589,credit card,unknown,False,1917.4165738894355
T26241,2023-13-01,C320,laptop,9.0,596.9905230671664,credit card,unknown,False,5372.914707604497
T26248,2023-13-01,C2106,laptop,2.0,770.168963730112,paypal,failed,False,1540.337927460224
T26249,2025-02-30,C4681,tablet,10.0,609.0392000300031,credit card,completed,False,6090.392000300031
T26252,2025-02-30,C2005,tablet,2.0,146.03494388137733,cash,unknown,False,292.06988776275466
T26260,2023-08-23,C457,smartphone,9.0,492.2365645668607,cash,unknown,False,4430.129081101746
T26263,2024-04-23,C2665,tablet,8.0,117.10809124580987,cash,completed,False,936.864729966479
T26270,2023-13-01,C1331,tablet,3.0,838.2261867406609,paypal,completed,False,2514.6785602219825
T26273,2023-04-16,C3110,tablet,9.0,193.321622414437,paypal,pending,False,1739.8946017299331
T26279,2021-08-02,C3212,tablet,4.0,58.91030425233036,paypal,failed,False,235.64121700932145
T26291,2022-11-04,C4371,smartphone,5.0,339.6788448682688,paypal,failed,False,1698.394224341344
T26293,2025-02-30,C3170,smartphone,10.0,196.61669857290752,cash,failed,False,1966.1669857290753
T26295,2025-02-30,C4733,tablet,8.0,799.7125766260972,credit card,completed,False,6397.7006130087775
T26303,2023-13-01,C2069,smartphone,1.0,367.7204623119944,paypal,completed,False,367.7204623119944
T26304,2021-04-12,C1104,coffee machine,8.0,363.62039720399497,paypal,failed,False,2908.9631776319598
T26317,2021-11-09,C3827,tablet,5.0,493.0720445814884,credit card,completed,False,2465.360222907442
T26323,2023-05-10,C3046,headphones,2.0,72.59212682121449,paypal,completed,False,145.18425364242898
T26326,2020-06-22,C4576,tablet,4.0,882.0822544364897,paypal,unknown,False,3528.329017745959
T26328,2021-12-04,C1015,laptop,8.0,526.0683289326628,credit card,failed,False,4208.546631461302
T26330,2023-13-01,C2789,tablet,10.0,553.0771142473702,credit card,completed,False,5530.771142473703
T26340,2023-13-01,C4403,tablet,9.0,678.385768966481,credit card,failed,False,6105.471920698329
T26352,2023-12-31,C3358,tablet,7.0,569.1938060004727,credit card,completed,False,3984.356642003309
T26355,2025-02-30,C2707,laptop,10.0,294.81,credit card,completed,False,2948.1
T26373,2025-02-30,C482,smartphone,8.0,780.08,paypal,pending,False,6240.64
T26374,2025-02-30,C1793,tablet,7.0,442.5814988209203,credit card,completed,False,3098.070491746442
T26377,2022-07-09,C2604,tablet,8.0,439.4253292150161,cash,completed,False,3515.402633720129
T26383,2023-07-24,C4870,tablet,1.0,612.833086457169,paypal,completed,False,612.833086457169
T26392,2024-02-02,C1372,tablet,1.0,144.30028355605816,paypal,unknown,False,144.30028355605816
T26394,2023-13-01,C1101,headphones,9.0,688.83268244731,credit card,unknown,False,6199.49414202579
T26405,2021-05-02,C1422,headphones,1.0,935.9438450796604,paypal,completed,False,935.9438450796604
T26412,2025-02-30,C4412,laptop,10.0,713.64,paypal,failed,False,7136.4
T26418,2025-02-30,C2994,smartphone,3.0,391.9357658332666,cash,completed,False,1175.8072974998
T26426,2021-07-20,C3936,headphones,8.0,596.1190303440831,credit card,completed,False,4768.9522427526645
T26433,2025-02-30,C2705,smartphone,9.0,505.5070434573152,paypal,completed,False,4549.563391115837
T26435,2025-02-30,C2199,laptop,5.0,863.3275633089329,credit card,completed,False,4316.637816544664
T26458,2020-02-28,C3000,tablet,1.0,457.4592180416721,paypal,completed,False,457.4592180416721
T26461,2021-12-09,C2981,laptop,4.0,72.00933106490857,credit card,failed,False,288.03732425963426
T26462,2025-02-30,C3796,laptop,10.0,927.1482265880572,paypal,pending,False,9271.482265880572
T26475,2023-13-01,C3452,smartphone,4.0,189.40466059006573,paypal,unknown,False,757.6186423602629
T26484,2022-10-07,C1422,tablet,2.0,814.4503045591348,credit card,completed,False,1628.9006091182696
T26486,2020-10-18,C1843,tablet,7.0,891.7389824239162,paypal,failed,False,6242.172876967414
T26496,2023-13-01,C3081,laptop,1.0,504.6152812061857,credit card,completed,False,504.6152812061857
T26499,2025-02-30,C4944,laptop,7.0,911.06,paypal,unknown,False,6377.42
T26500,2025-01-31,C1636,smartphone,6.0,810.6636918640039,paypal,completed,False,4863.982151184024
T26502,2025-02-30,C2373,smartphone,1.0,468.64,credit card,completed,False,468.64
T26503,2023-13-01,C656,headphones,10.0,228.086652006558,credit card,pending,False,2280.86652006558
T26506,2023-13-01,C601,laptop,6.0,983.5064809588388,paypal,failed,False,5901.038885753032
T26515,2020-10-02,C030,tablet,2.0,454.0708244138872,paypal,completed,False,908.1416488277744
T26517,2023-04-13,C2613,laptop,1.0,642.41,paypal,unknown,False,642.41
T26526,2024-07-15,C3161,headphones,2.0,106.83071535352164,credit card,unknown,False,213.66143070704328
T26532,2025-02-30,C3119,tablet,3.0,981.0889064189964,credit card,completed,False,2943.2667192569893
T26551,2022-11-07,C3993,laptop,3.0,876.5574453396694,credit card,completed,False,2629.672336019008
T26555,2022-01-03,C2042,tablet,3.0,743.3651215505679,credit card,completed,False,2230.0953646517037
T26561,2022-10-10,C2272,headphones,10.0,648.2941439145026,credit card,completed,False,6482.9414391450255
T26576,2023-13-01,C1275,tablet,4.0,604.7874419770717,cash,completed,False,2419.149767908287
T26593,2023-13-01,C4244,smartphone,7.0,476.74798305950446,credit card,unknown,False,3337.2358814165314
T26596,2025-02-30,C2885,headphones,1.0,320.91220605276254,paypal,completed,False,320.91220605276254
T26598,2023-13-01,C4654,smartphone,9.0,168.90234854290588,credit card,pending,False,1520.121136886153
T26621,2024-05-31,C1183,headphones,9.0,544.734230093794,credit card,unknown,False,4902.608070844147
T26626,2023-13-01,C317,smartphone,7.0,419.20028300367983,credit card,completed,False,2934.4019810257587
T26633,2025-02-30,C009,tablet,6.0,425.8619942103314,credit card,unknown,False,2555.171965261988
T26634,2022-05-29,C2857,laptop,9.0,659.1789996954765,paypal,pending,False,5932.6109972592885
T26645,2024-12-11,C3259,coffee machine,8.0,142.6019496941634,paypal,completed,False,1140.8155975533073
T26647,2023-13-01,C4313,coffee machine,3.0,281.3123482783332,credit card,unknown,False,843.9370448349996
T26654,2022-01-23,C2376,headphones,3.0,866.8619442786189,credit card,completed,False,2600.5858328358568
T26663,2023-13-01,C3476,laptop,9.0,151.7849995653662,paypal,completed,False,1366.0649960882959
T26668,2025-02-30,C3248,smartphone,3.0,289.1029137276564,credit card,completed,False,867.3087411829692
T26673,2023-13-01,C2244,smartphone,9.0,850.7418028625702,paypal,completed,False,7656.676225763133
T26675,2023-13-01,C2882,tablet,3.0,371.2210619528547,cash,unknown,False,1113.6631858585642
T26679,2025-02-30,C1692,tablet,9.0,822.62,credit card,unknown,False,7403.58
T26687,2024-02-15,C4612,coffee machine,4.0,243.74086844962076,cash,completed,False,974.963473798483
T26688,2023-13-01,C1444,smartphone,7.0,648.62,credit card,completed,False,4540.34
T26689,2023-13-01,C4067,smartphone,6.0,958.2735092609108,paypal,unknown,False,5749.641055565465
T26690,2021-12-23,C2941,smartphone,6.0,238.88256316914877,credit card,completed,False,1433.2953790148927
T26700,2021-12-20,C2106,headphones,7.0,837.9457441827589,credit card,unknown,False,5865.620209279312
T26720,2023-13-01,C2488,tablet,9.0,475.4871187718609,credit card,unknown,False,4279.384068946748
T26724,2023-13-01,C3139,smartphone,6.0,166.99705698074968,paypal,failed,False,1001.982341884498
T26725,2023-13-01,C2585,headphones,7.0,681.208542345498,credit card,pending,False,4768.459796418486
T26738,2021-11-15,C655,laptop,5.0,722.3090969340606,credit card,completed,False,3611.545484670303
T26743,2023-13-01,C1140,laptop,2.0,646.6810391699985,paypal,completed,False,1293.362078339997
T26748,2023-07-23,C4237,laptop,2.0,120.80953209209224,credit card,completed,False,241.61906418418448
T26749,2025-02-30,C3159,laptop,6.0,321.7976432990481,credit card,completed,False,1930.7858597942886
T26756,2025-02-30,C4917,headphones,5.0,217.48756273804105,credit card,completed,False,1087.4378136902053
T26764,2025-02-30,C2332,laptop,7.0,825.7609383331065,cash,pending,False,5780.326568331746
T26766,2023-13-01,C4224,headphones,8.0,887.7752554436162,credit card,completed,False,7102.202043548929
T26768,2025-02-30,C4275,smartphone,9.0,187.27375968800533,credit card,completed,False,1685.463837192048
T26774,2023-13-01,C616,tablet,2.0,742.1690014114588,credit card,failed,False,1484.3380028229176
T26782,2020-04-18,C3726,tablet,8.0,175.27593676760273,cash,completed,False,1402.2074941408218
T26785,2022-11-22,C2518,tablet,9.0,610.2740217193308,paypal,pending,False,5492.466195473977
T26790,2023-13-01,C3362,smartphone,8.0,507.3127673871585,paypal,unknown,False,4058.502139097268
T26793,2024-01-18,C942,laptop,3.0,589.2370498195908,paypal,completed,False,1767.7111494587723
T26802,2023-13-01,C2196,smartphone,7.0,229.8267182939917,credit card,pending,False,1608.7870280579418
T26808,2023-13-01,C4218,tablet,1.0,256.714873719552,paypal,pending,False,256.714873719552
T26815,2023-10-07,C4600,headphones,1.0,151.83597910930848,credit card,pending,False,151.83597910930848
T26818,2023-13-01,C4008,smartphone,9.0,924.59542844465,paypal,completed,False,8321.35885600185
T26824,2020-04-27,C1895,coffee machine,9.0,224.2153216454774,paypal,completed,False,2017.9378948092965
T26825,2023-13-01,C1457,tablet,10.0,550.8816726970349,paypal,completed,False,5508.816726970349
T26826,2025-02-30,C353,smartphone,10.0,205.77199172702117,cash,failed,False,2057.7199172702117
T26833,2021-01-09,C4027,laptop,9.0,594.4800759946428,cash,pending,False,5350.320683951785
T26851,2023-13-01,C2108,tablet,1.0,346.474440011144,paypal,pending,False,346.474440011144
T26870,2025-02-30,C315,headphones,5.0,399.2466714703402,credit card,pending,False,1996.2333573517008
T26872,2022-08-10,C1652,headphones,3.0,264.2829480024765,credit card,pending,False,792.8488440074294
T26873,2023-13-01,C753,coffee machine,3.0,271.204872616892,paypal,failed,False,813.6146178506759
T26874,2025-02-30,C701,tablet,1.0,708.6059779923479,credit card,pending,False,708.6059779923479
T26880,2025-02-30,C870,tablet,5.0,676.6366023199957,credit card,pending,False,3383.1830115999787
T26883,2021-06-10,C3565,laptop,9.0,580.1130768566179,paypal,unknown,False,5221.017691709561
T26884,2025-02-30,C3023,smartphone,6.0,565.24,cash,completed,False,3391.44
T26889,2025-02-30,C4039,headphones,1.0,696.8720357047897,paypal,completed,False,696.8720357047897
T26923,2025-02-30,C2802,smartphone,1.0,655.7097963780479,paypal,unknown,False,655.7097963780479
T26925,2025-02-30,C4697,laptop,7.0,659.4007471332046,paypal,completed,False,4615.805229932433
T26926,2022-12-05,C238,headphones,4.0,162.96040155403216,paypal,completed,False,651.8416062161286
T26929,2023-13-01,C1672,smartphone,4.0,424.5064708332502,credit card,pending,False,1698.0258833330008
T26941,2025-02-30,C245,coffee machine,7.0,357.09283380041927,credit card,failed,False,2499.649836602935
T26957,2024-05-16,C714,smartphone,5.0,858.8763409897476,paypal,completed,False,4294.381704948738
T26958,2025-02-30,C740,smartphone,7.0,946.54,cash,failed,False,6625.78
T26970,2022-05-26,C3650,laptop,6.0,985.7943118459472,paypal,completed,False,5914.765871075683
T26974,2023-13-01,C1683,tablet,6.0,118.81146443457315,paypal,completed,False,712.8687866074389
T26975,2023-10-30,C3800,smartphone,9.0,274.0341860355095,paypal,completed,False,2466.307674319585
T26977,2025-02-30,C4423,tablet,5.0,754.3462888329948,paypal,failed,False,3771.731444164974
T26981,2023-08-26,C3945,smartphone,9.0,452.64,cash,completed,False,4073.7599999999998
T26984,2022-12-01,C3648,tablet,1.0,362.918962208042,credit card,failed,False,362.918962208042
T26987,2020-08-18,C2942,laptop,6.0,494.3361241144762,credit card,completed,False,2966.0167446868572
T26995,2025-02-30,C3584,smartphone,8.0,136.1709412154113,paypal,failed,False,1089.3675297232903
T26997,2023-13-01,C2234,smartphone,9.0,842.4622643787644,credit card,completed,False,7582.16037940888
T27001,2023-13-01,C925,headphones,2.0,192.82523486988055,paypal,completed,False,385.6504697397611
T27010,2024-08-10,C1046,headphones,6.0,380.4,cash,completed,False,2282.3999999999996
T27015,2024-11-21,C1675,smartphone,3.0,852.4167138901922,credit card,completed,False,2557.250141670577
T27019,2025-02-30,C498,coffee,106.0,81.44876803921568,paypal,completed,False,8633.569412156861
T27024,2023-13-01,C4522,laptop,4.0,847.3734402230481,credit card,completed,False,3389.4937608921923
T27026,2023-13-01,C795,headphones,8.0,61.903054643875066,credit card,failed,False,495.22443715100053
T27028,2025-02-30,C4132,tablet,8.0,355.33,credit card,failed,False,2842.64
T27032,2023-09-25,C3260,tablet,1.0,66.85104528200839,credit card,completed,False,66.85104528200839
T27040,2022-12-09,C4371,laptop,7.0,564.5120566428257,credit card,completed,False,3951.5843964997794
T27041,2022-09-29,C2693,coffee machine,2.0,279.1083644278258,paypal,completed,False,558.2167288556516
T27051,2023-13-01,C2262,laptop,10.0,836.0985433158696,paypal,completed,False,8360.985433158696
T27052,2025-01-07,C2941,laptop,9.0,757.8939667502215,credit card,completed,False,6821.0457007519935
T27056,2020-05-22,C2895,tablet,6.0,399.1273563136676,credit card,failed,False,2394.7641378820053
T27057,2025-02-30,C3431,headphones,1.0,482.1472926562103,credit card,completed,False,482.1472926562103
T27060,2025-02-30,C4116,headphones,1.0,110.68687591258288,paypal,unknown,False,110.68687591258288
T27062,2022-11-11,C4924,laptop,5.0,82.59639099950323,paypal,failed,False,412.98195499751614
T27063,2023-13-01,C4988,smartphone,3.0,897.458032174014,paypal,completed,False,2692.374096522042
T27065,2023-13-01,C4493,smartphone,7.0,868.3228310051844,credit card,completed,False,6078.259817036291
T27070,2023-13-01,C3536,headphones,5.0,588.3302581038977,paypal,completed,False,2941.6512905194886
T27072,2020-12-30,C3866,tablet,7.0,643.9885923598091,credit card,completed,False,4507.920146518663
T27076,2023-02-21,C2658,tablet,6.0,83.6063963280082,paypal,failed,False,501.6383779680492
T27085,2020-08-08,C2077,laptop,9.0,581.592211219315,credit card,unknown,False,5234.329900973835
T27086,2020-03-29,C710,smartphone,1.0,650.8751543732972,paypal,unknown,False,650.8751543732972
T27091,2020-04-28,C3667,headphones,9.0,296.2989568310729,credit card,completed,False,2666.6906114796566
T27092,2023-13-01,C1862,headphones,9.0,134.4738321533575,paypal,completed,False,1210.2644893802176
T27094,2025-02-30,C4684,smartphone,7.0,314.25802996828054,paypal,completed,False,2199.806209777964
T27099,2023-13-01,C4116,tablet,6.0,183.14,paypal,completed,False,1098.84
T27101,2021-05-07,C2615,smartphone,3.0,236.01285866765969,credit card,completed,False,708.0385760029791
T27110,2023-13-01,C3222,laptop,8.0,429.32247537999433,paypal,completed,False,3434.5798030399546
T71198,2025-02-30,C3520,tablet,7.0,75.6258852218541,paypal,completed,False,529.3811965529787
T27117,2025-02-30,C4433,tablet,7.0,729.4694480953644,paypal,failed,False,5106.286136667552
T27127,2024-10-20,C4744,smartphone,8.0,182.25907084344985,credit card,unknown,False,1458.0725667475988
T27131,2023-13-01,C2831,smartphone,4.0,479.5945968047731,credit card,completed,False,1918.3783872190925
T27148,2023-13-01,C3178,tablet,7.0,951.1283308228764,paypal,completed,False,6657.898315760134
T27152,2023-13-01,C2694,laptop,10.0,187.88485584631428,paypal,completed,False,1878.8485584631428
T27155,2023-13-01,C3246,headphones,3.0,329.3326862028108,credit card,completed,False,987.9980586084324
T27157,2021-10-08,C4706,tablet,1.0,75.80430899301838,credit card,completed,False,75.80430899301838
T27163,2023-13-01,C286,laptop,3.0,80.4670020577944,paypal,pending,False,241.40100617338322
T27164,2023-13-01,C3279,smartphone,3.0,271.37,credit card,pending,False,814.11
T27190,2025-02-30,C4606,coffee machine,1.0,54.01766027655518,credit card,unknown,False,54.01766027655518
T27194,2024-07-17,C3949,smartphone,4.0,816.6179654003213,cash,unknown,False,3266.471861601285
T27203,2023-13-01,C4454,laptop,5.0,524.6074121051515,paypal,completed,False,2623.0370605257576
T27206,2025-02-30,C061,headphones,5.0,802.7866934770741,paypal,failed,False,4013.9334673853705
T27212,2025-02-30,C947,laptop,10.0,725.3464309223892,credit card,failed,False,7253.464309223892
T27213,2025-02-30,C2584,headphones,9.0,136.45,credit card,failed,False,1228.05
T27215,2025-02-30,C384,smartphone,8.0,901.8833883603174,credit card,pending,False,7215.0671068825395
T27229,2021-03-19,C2561,smartphone,10.0,751.3259836258269,credit card,completed,False,7513.2598362582685
T27242,2020-03-23,C4226,tablet,6.0,224.4742047585387,paypal,completed,False,1346.8452285512321
T27246,2022-01-21,C660,laptop,7.0,116.04949537776598,credit card,completed,False,812.3464676443618
T27247,2020-01-10,C1096,laptop,5.0,222.67462393290265,cash,completed,False,1113.3731196645133
T27251,2025-02-30,C463,headphones,5.0,703.6301901519007,credit card,failed,False,3518.1509507595038
T27261,2025-02-30,C2487,tablet,10.0,919.3764794099104,credit card,pending,False,9193.764794099105
T27264,2021-08-20,C1903,laptop,6.0,612.0199691406141,credit card,unknown,False,3672.1198148436843
T27267,2025-02-30,C3975,headphones,5.0,816.2985984332885,cash,unknown,False,4081.4929921664425
T27282,2023-13-01,C1077,coffee machine,7.0,433.5823216568465,paypal,completed,False,3035.0762515979254
T27288,2023-10-28,C4798,smartphone,6.0,939.257038739509,paypal,completed,False,5635.542232437054
T27289,2021-08-15,C4053,smartphone,2.0,764.0071938732015,credit card,completed,False,1528.014387746403
T27297,2023-13-01,C210,headphones,6.0,705.795279170232,cash,completed,False,4234.771675021392
T27312,2023-13-01,C341,tablet,5.0,421.8271836430396,paypal,unknown,False,2109.1359182151978
T27320,2021-08-14,C4599,tablet,8.0,800.8080425727235,paypal,unknown,False,6406.464340581788
T27322,2023-13-01,C3169,tablet,1.0,106.42594784000198,cash,completed,False,106.42594784000198
T27327,2023-03-20,C1344,headphones,4.0,601.9214949907981,paypal,completed,False,2407.6859799631925
T27350,2025-02-30,C1389,laptop,4.0,349.88329699932564,credit card,unknown,False,1399.5331879973025
T27351,2023-13-01,C907,headphones,10.0,858.1951846414477,paypal,completed,False,8581.951846414477
